"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]"
22.06,3.28004021598165,-3.27996551931229,-7.46966693618972E-05
22.08,3.28989483361347,-3.28982388826777,-7.09453456970852E-05
22.1,3.30341913988247,-3.30335470116074,-6.44387217276678E-05
22.12,3.31916167741467,-3.3191091751217,-5.25022929706765E-05
22.14,3.33362013481386,-3.33357188493351,-4.82498803593456E-05
22.16,3.3492327358868,-3.34917138165617,-6.13542306352134E-05
22.18,3.36662012390081,-3.36657210062904,-4.8023271781502E-05
22.2,3.38207810577477,-3.38204353043522,-3.45753395463266E-05
22.22,3.39372553541989,-3.39369637747056,-2.91579493265077E-05
22.24,3.40394749660051,-3.40391612489368,-3.13717068267569E-05
22.26,3.41871942454846,-3.41867591248618,-4.35120622785793E-05
22.28,3.43512665488526,-3.43508748028675,-3.91745985166283E-05
22.3,3.45294532737757,-3.45291982168628,-2.55056912876531E-05
22.32,3.47028495879892,-3.4702737037306,-1.12550683177826E-05
22.34,3.48546973704281,-3.48546209221828,-7.64482452457705E-06
22.36,3.50028646269331,-3.50026484576728,-2.16169260220942E-05
22.38,3.51608972010438,-3.51607828887144,-1.14312329323721E-05
22.4,3.53216650089188,-3.53216670398905,2.03097182471303E-07
22.42,3.5442110270847,-3.54422096720564,9.94012093389206E-06
22.44,3.55104436883364,-3.55105477738557,1.04085519356821E-05
22.46,3.56086544815739,-3.56086053661311,-4.91154427475766E-06
22.48,3.56971103844754,-3.56971035392491,-6.8452263532163E-07
22.5,3.58160170320139,-3.58160902059148,7.3173900857035E-06
22.52,3.5966253450495,-3.59664453174846,1.91866989597459E-05
22.54,3.60919087713191,-3.60921704898556,2.61718536502576E-05
22.56,3.61952284081229,-3.61953644723116,1.3606418871567E-05
22.58,3.63164174222367,-3.63166513105256,2.33888288931014E-05
22.6,3.64221767815678,-3.64225505019526,3.7372038473393E-05
22.62,3.64847022486677,-3.64851503137733,4.48065105588647E-05
22.64,3.6521893633226,-3.65223362662267,4.42633000702666E-05
22.66,3.65749613629091,-3.65752589505531,2.97587644081715E-05
22.68,3.66480131970538,-3.66483224551738,3.09258119912455E-05
22.7,3.67481960028568,-3.67486073489728,4.11346115965948E-05
22.72,3.68628969231662,-3.68634246200982,5.27696932046399E-05
22.74,3.69705468797629,-3.697112931495,5.82435187100085E-05
22.76,3.70478934881229,-3.70483590577595,4.65569636625494E-05
22.78,3.71492974077253,-3.71498239795308,5.26571805577046E-05
22.8,3.72664391861794,-3.72670709669345,6.31780755066384E-05
22.82,3.73596173735957,-3.73603234278179,7.06054222136939E-05
22.84,3.74076136420369,-3.74083483523843,7.34710347379443E-05
22.86,3.74499749619677,-3.74505954741555,6.20512187750075E-05
22.88,3.74882352957789,-3.7488866428801,6.31133022029137E-05
22.9,3.75534286914206,-3.75541133417287,6.84650308082053E-05
22.92,3.76553810809975,-3.76561332307984,7.52149800955116E-05
22.94,3.7746705524016,-3.77475256254063,8.20101390265485E-05
22.96,3.77971734394198,-3.77978919363664,7.18496946639706E-05
22.98,3.78656545798187,-3.78664095223367,7.54942517951869E-05
23,3.79437336587386,-3.79445975511846,8.63892445992693E-05
23.02,3.7990824075089,-3.79917368263054,9.1275121640567E-05
23.04,3.80047234115957,-3.80056269785351,9.03566939377353E-05
23.06,3.80142443915794,-3.80150412072423,7.96815662992178E-05
23.08,3.80346780311347,-3.80354214477919,7.43416657124297E-05
23.1,3.80860252334632,-3.8086814968203,7.89734739761257E-05
23.12,3.8163071718315,-3.81639450025838,8.73284268807273E-05
23.14,3.82364458640863,-3.82373628534758,9.16989389452682E-05
23.16,3.82758681753436,-3.82766779179913,8.09742647714516E-05
23.18,3.8332157095649,-3.83329652755212,8.08179872145096E-05
23.2,3.84026071148576,-3.84034981846444,8.91069786780739E-05
23.22,3.8456280860439,-3.84572260671869,9.45206747908584E-05
23.24,3.84846331502472,-3.84855945677195,9.61417472305037E-05
23.26,3.84994369502695,-3.85002969441977,8.59993928155679E-05
23.28,3.85233708724779,-3.85241838681659,8.12995688099322E-05
23.3,3.85776102918611,-3.85784420765974,8.3178473627356E-05
23.32,3.86643252326375,-3.86652091084052,8.83875767727632E-05
23.34,3.87577997543647,-3.87587496353611,9.49880996358747E-05
23.36,3.88223707995552,-3.88232262088562,8.55409301008447E-05
23.38,3.89093694531771,-3.89102154091115,8.45955934474572E-05
23.4,3.90191355119526,-3.90200881237224,9.52611769810491E-05
23.42,3.90959923259254,-3.90970144406782,0.000102211475280064
23.44,3.91418847293765,-3.91429073775149,0.000102264813853258
23.46,3.91885578634863,-3.91894725354355,9.14671949283926E-05
23.48,3.92551031008407,-3.92559448242485,8.41723407935396E-05
23.5,3.93638082574225,-3.93646940058096,8.85748387074791E-05
23.52,3.95050288523293,-3.95060077496663,9.78897337006542E-05
23.54,3.96527794483858,-3.96538202945959,0.000104084621009682
23.56,3.97769710375976,-3.97779303257678,9.59288170155066E-05
23.58,3.99233022855312,-3.99242425502821,9.40264750915731E-05
23.6,4.01072852192427,-4.01083098817456,0.000102466250294099
23.62,4.02954537614402,-4.02965390819171,0.000108532047698126
23.64,4.04495033476073,-4.04506342911397,0.000113094353235001
23.66,4.05988902499677,-4.0599942109668,0.000105185970032815
23.68,4.07704209274952,-4.07714253694257,0.000100444193050812
23.7,4.09726600226563,-4.0973694642797,0.000103462014068198
23.72,4.12275979117405,-4.12286756285599,0.000107771681935757
23.74,4.15045704320368,-4.15057442151995,0.000117378316269231
23.76,4.17616020579185,-4.17627271779996,0.000112512008118416
23.78,4.20420655497761,-4.20431767233731,0.000111117359694037
23.8,4.23591468986447,-4.23603938558484,0.000124695720367117
23.82,4.26563606249421,-4.26577098906396,0.00013492656974234
23.84,4.29356200887394,-4.2937016776964,0.000139668822460826
23.86,4.32167979368241,-4.32181287944384,0.000133085761429891
23.88,4.35235141597089,-4.35247846655735,0.000127050586472456
23.9,4.38736711910085,-4.38750161262122,0.000134493520384382
23.92,4.42589395214647,-4.4260402031202,0.000146250973735172
23.94,4.46581087717765,-4.46596818745013,0.000157310272466127
23.96,4.50302178586698,-4.50317636665068,0.000154580783698836
23.98,4.54093233535262,-4.54108548109197,0.00015314573935761
24,4.58289745258396,-4.58306240325152,0.000164950667554288
24.02,4.6261283304772,-4.62630185913522,0.000173528658023253
24.04,4.66586212519162,-4.66604793836517,0.000185813173563058
24.06,4.70307111808803,-4.70325320189946,0.000182083811431942
24.08,4.74072915874565,-4.74090596102145,0.000176802275791756
24.1,4.78079194360212,-4.78097514230341,0.000183198701282798
24.12,4.82707240044489,-4.82725973184081,0.000187331395922891
24.14,4.8769455659038,-4.8771486946424,0.000203128738603966
